1	6.000000	0.999920	0.992400
2	3.000000	0.999699	0.918743
4	1.500000	0.998427	0.558235
8	0.750000	0.990625	0.139296
16	0.375000	0.952458	0.016899
32	0.187500	0.836261	0.001448
64	0.093750	0.632703	0.000106
