1	3.700000	0.935830	0.456471
2	1.850000	0.877695	0.143777
4	0.925000	0.766190	0.022374
8	0.462500	0.596749	0.002215
16	0.231250	0.406382	0.000174
32	0.115625	0.245879	0.000012
64	0.057812	0.136914	0.000001
